2016	O
by	O
the	O
authors	O
.	O
The	O
population	B
concentration	B
in	O
coastal	B
areas	I
and	O
the	O
increase	O
of	O
groundwater	B
discharge	I
in	O
combination	O
with	O
the	O
peculiarities	O
of	O
karstic	B
coastal	I
aquifers	I
constitute	O
a	O
huge	O
worldwide	O
problem	O
,	O
which	O
is	O
particularly	O
relevant	O
for	O
coastal	B
aquifers	I
of	O
the	O
Mediterranean	B
basin	I
.	O
This	O
paper	O
offers	O
a	O
review	O
of	O
scientific	O
activities	O
realized	O
to	O
pursue	O
the	O
optimal	O
utilization	O
of	O
Apulian	O
coastal	O
groundwater	O
.	O
Apulia	B
,	O
with	O
a	O
coastline	B
extending	O
for	O
over	O
800	O
km	O
,	O
is	O
the	O
Italian	B
region	O
with	O
the	O
largest	O
coastal	B
karst	I
aquifers	I
.	O
Apulian	B
aquifers	B
have	O
suffered	O
both	O
in	O
terms	O
of	O
water	B
quality	I
and	O
quantity	B
.	O
Some	O
regional	B
regulations	I
were	O
implemented	O
from	O
the	O
1970s	O
with	O
the	O
purpose	O
of	O
controlling	O
the	O
number	O
of	O
wells	B
,	O
well	B
locations	O
,	O
and	O
well	B
discharge	B
.	O
The	O
practical	O
effects	O
of	O
these	O
management	B
criteria	O
,	O
the	O
temporal	O
and	O
spatial	O
trend	O
of	O
recharge	B
,	O
groundwater	B
quality	I
,	O
and	O
seawater	B
intrusion	I
effects	O
are	O
discussed	O
based	O
on	O
long	O
-	O
term	O
monitoring	B
.	O
The	O
efficacy	O
of	O
existing	O
management	B
tools	I
and	O
the	O
development	B
of	O
predictive	B
scenarios	I
to	O
identify	O
the	O
best	O
way	O
to	O
reconcile	O
irrigation	B
and	O
demands	O
for	O
high	O
-	O
quality	O
drinking	B
water	I
have	O
been	O
pursued	O
in	O
a	O
selected	O
area	O
.	O
The	O
Salento	B
peninsula	I
was	O
selected	O
as	O
the	O
Apulian	B
aquifer	B
portion	O
exposed	O
to	O
the	O
highest	O
risk	B
of	O
quality	B
degradation	I
due	O
to	O
seawater	B
intrusion	I
.	O
The	O
capability	O
of	O
large	O
-	O
scale	O
numerical	O
models	O
in	O
groundwater	B
management	I
was	O
tested	O
,	O
particularly	O
for	O
achieving	O
forecast	B
scenarios	I
to	O
evaluate	O
the	O
impacts	O
of	O
climate	B
change	I
on	O
groundwater	B
resources	I
.	O
The	O
results	O
show	O
qualitative	O
and	O
quantitative	O
groundwater	B
trends	O
from	O
1930	O
to	O
2060	O
and	O
emphasize	O
the	O
substantial	O
decrease	O
of	O
the	O
piezometric	B
level	I
and	O
a	O
serious	O
worsening	O
of	O
groundwater	B
salinization	B
due	O
to	O
seawater	B
intrusion	I
.	O
